Year,Discipline,Segment,Rank,Skater_Name,Nation,Element_Number,Element_Name,Element_Type,GOE_Base,Info_Column,Second_Half,Base_Value,GOE,J1,J2,J3,J4,J5,J6,J7,J8,J9,GOE_Mid7_Avg,Element_Score,Total_Segment_Score,Total_Element_Score,Total_Component_Score,Total_Deductions
2022,M,Free,1,CHEN Nathan,USA,1,4F+3T,jump,11.0,,False,15.2,4.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,19.6,218.63,121.41,97.22,0.0
2022,M,Free,1,CHEN Nathan,USA,2,4F,jump,11.0,,False,11.0,4.24,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.857142857142857,15.24,218.63,121.41,97.22,0.0
2022,M,Free,1,CHEN Nathan,USA,3,4S,jump,9.7,,False,9.7,1.8,0.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.8571428571428568,11.5,218.63,121.41,97.22,0.0
2022,M,Free,1,CHEN Nathan,USA,4,CCSp4,spin,3.2,,False,3.2,0.96,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.16,218.63,121.41,97.22,0.0
2022,M,Free,1,CHEN Nathan,USA,5,4Lz,jump,11.5,,False,11.5,4.93,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.285714285714286,16.43,218.63,121.41,97.22,0.0
2022,M,Free,1,CHEN Nathan,USA,6,StSq4,step,3.9,,False,3.9,1.62,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.142857142857143,5.52,218.63,121.41,97.22,0.0
2022,M,Free,1,CHEN Nathan,USA,7,4T+1Eu+1F,jump,9.5,,True,11.55,1.63,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.7142857142857142,13.18,218.63,121.41,97.22,0.0
2022,M,Free,1,CHEN Nathan,USA,8,3A,jump,8.0,,True,8.8,2.17,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.7142857142857144,10.97,218.63,121.41,97.22,0.0
2022,M,Free,1,CHEN Nathan,USA,9,3Lz+3T,jump,5.9,,True,11.11,1.35,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,2.2857142857142856,12.46,218.63,121.41,97.22,0.0
2022,M,Free,1,CHEN Nathan,USA,10,CCoSp2V,spin,1.88,,False,1.88,0.64,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.4285714285714284,2.52,218.63,121.41,97.22,0.0
2022,M,Free,1,CHEN Nathan,USA,11,ChSq1,choreo,3.0,,False,3.0,1.93,3.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,3.857142857142857,4.93,218.63,121.41,97.22,0.0
2022,M,Free,1,CHEN Nathan,USA,12,FCCoSp4,spin,3.5,,False,3.5,1.4,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.9,218.63,121.41,97.22,0.0
2022,M,Free,2,KAGIYAMA Yuma,JPN,1,4S,jump,9.7,,False,9.7,4.43,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.571428571428571,14.13,201.93,107.99,93.94,0.0
2022,M,Free,2,KAGIYAMA Yuma,JPN,2,4Loq,jump,10.5,q,False,10.5,-4.65,-5.0,-5.0,-4.0,-3.0,-5.0,-3.0,-4.0,-5.0,-5.0,-4.428571428571429,5.85,201.93,107.99,93.94,0.0
2022,M,Free,2,KAGIYAMA Yuma,JPN,3,4T,jump,9.5,,False,9.5,3.8,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,13.3,201.93,107.99,93.94,0.0
2022,M,Free,2,KAGIYAMA Yuma,JPN,4,3A+2T,jump,8.0,,False,9.3,2.74,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.4285714285714284,12.04,201.93,107.99,93.94,0.0
2022,M,Free,2,KAGIYAMA Yuma,JPN,5,CSSp4,spin,3.0,,False,3.0,0.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.9,201.93,107.99,93.94,0.0
2022,M,Free,2,KAGIYAMA Yuma,JPN,6,StSq4,step,3.9,,False,3.9,1.56,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.46,201.93,107.99,93.94,0.0
2022,M,Free,2,KAGIYAMA Yuma,JPN,7,4T+1Eu+2S,jump,9.5,,True,12.43,2.58,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.7142857142857144,15.01,201.93,107.99,93.94,0.0
2022,M,Free,2,KAGIYAMA Yuma,JPN,8,3F+3Lo,jump,5.3,,True,11.22,1.97,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.7142857142857135,13.19,201.93,107.99,93.94,0.0
2022,M,Free,2,KAGIYAMA Yuma,JPN,9,3A,jump,8.0,,True,8.8,1.83,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.2857142857142856,10.63,201.93,107.99,93.94,0.0
2022,M,Free,2,KAGIYAMA Yuma,JPN,10,ChSq1,choreo,3.0,,False,3.0,1.93,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,3.857142857142857,4.93,201.93,107.99,93.94,0.0
2022,M,Free,2,KAGIYAMA Yuma,JPN,11,CCoSp4,spin,3.5,,False,3.5,1.3,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.7142857142857135,4.8,201.93,107.99,93.94,0.0
2022,M,Free,2,KAGIYAMA Yuma,JPN,12,FCCoSp4,spin,3.5,,False,3.5,1.25,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.571428571428572,4.75,201.93,107.99,93.94,0.0
2022,M,Free,3,HANYU Yuzuru,JPN,1,4A<,jump,12.5,<,False,10.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,5.0,188.06,99.62,90.44,-2.0
2022,M,Free,3,HANYU Yuzuru,JPN,2,4Sq,step,9.7,q,False,9.7,-4.85,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,4.85,188.06,99.62,90.44,-2.0
2022,M,Free,3,HANYU Yuzuru,JPN,3,3A+2T,jump,8.0,,False,9.3,2.4,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,11.7,188.06,99.62,90.44,-2.0
2022,M,Free,3,HANYU Yuzuru,JPN,4,3F,jump,5.3,,False,5.3,1.51,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.857142857142857,6.81,188.06,99.62,90.44,-2.0
2022,M,Free,3,HANYU Yuzuru,JPN,5,FCCoSp4,spin,3.5,,False,3.5,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.857142857142857,4.5,188.06,99.62,90.44,-2.0
2022,M,Free,3,HANYU Yuzuru,JPN,6,StSq4,step,3.9,,False,3.9,1.67,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.285714285714286,5.57,188.06,99.62,90.44,-2.0
2022,M,Free,3,HANYU Yuzuru,JPN,7,4T+3T,jump,9.5,,True,15.07,2.44,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.571428571428572,17.51,188.06,99.62,90.44,-2.0
2022,M,Free,3,HANYU Yuzuru,JPN,8,4T+1Eu+3S,jump,9.5,,True,15.73,3.12,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.2857142857142856,18.85,188.06,99.62,90.44,-2.0
2022,M,Free,3,HANYU Yuzuru,JPN,9,3A,jump,8.0,,True,8.8,3.2,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,188.06,99.62,90.44,-2.0
2022,M,Free,3,HANYU Yuzuru,JPN,10,ChSq1,choreo,3.0,,False,3.0,2.14,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.285714285714286,5.14,188.06,99.62,90.44,-2.0
2022,M,Free,3,HANYU Yuzuru,JPN,11,FCSSp4,spin,3.0,,False,3.0,1.2,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.2,188.06,99.62,90.44,-2.0
2022,M,Free,3,HANYU Yuzuru,JPN,12,CCoSp4V,spin,2.63,,False,2.63,0.86,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.2857142857142856,3.49,188.06,99.62,90.44,-2.0
2022,M,Free,4,GRASSL Daniel,ITA,1,4Lz!,jump,11.5,!,False,11.5,0.82,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7142857142857143,12.32,187.43,103.35,84.08,0.0
2022,M,Free,4,GRASSL Daniel,ITA,2,4F,jump,11.0,,False,11.0,2.67,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.4285714285714284,13.67,187.43,103.35,84.08,0.0
2022,M,Free,4,GRASSL Daniel,ITA,3,4Lo+1Eu+3S,jump,10.5,,False,15.3,1.8,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.7142857142857142,17.1,187.43,103.35,84.08,0.0
2022,M,Free,4,GRASSL Daniel,ITA,4,3A,jump,8.0,,False,8.0,1.71,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.142857142857143,9.71,187.43,103.35,84.08,0.0
2022,M,Free,4,GRASSL Daniel,ITA,5,CSSp4,spin,3.0,,False,3.0,0.77,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.571428571428572,3.77,187.43,103.35,84.08,0.0
2022,M,Free,4,GRASSL Daniel,ITA,6,3Lz+3T,jump,5.9,,True,11.11,1.1,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.8571428571428568,12.21,187.43,103.35,84.08,0.0
2022,M,Free,4,GRASSL Daniel,ITA,7,3F+3T<,jump,5.3,<,True,9.53,-0.45,-1.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.8571428571428571,9.08,187.43,103.35,84.08,0.0
2022,M,Free,4,GRASSL Daniel,ITA,8,3Lz,jump,5.9,,True,6.49,1.1,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.8571428571428568,7.59,187.43,103.35,84.08,0.0
2022,M,Free,4,GRASSL Daniel,ITA,9,FCCoSp4,spin,3.5,,False,3.5,0.75,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.142857142857143,4.25,187.43,103.35,84.08,0.0
2022,M,Free,4,GRASSL Daniel,ITA,10,StSq4,step,3.9,,False,3.9,1.06,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.7142857142857144,4.96,187.43,103.35,84.08,0.0
2022,M,Free,4,GRASSL Daniel,ITA,11,ChSq1,choreo,3.0,,False,3.0,1.14,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.2857142857142856,4.14,187.43,103.35,84.08,0.0
2022,M,Free,4,GRASSL Daniel,ITA,12,CCoSp4,spin,3.5,,False,3.5,1.05,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.55,187.43,103.35,84.08,0.0
2022,M,Free,5,UNO Shoma,JPN,1,4Lo,jump,10.5,,False,10.5,3.45,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.2857142857142856,13.95,187.1,96.24,91.86,-1.0
2022,M,Free,5,UNO Shoma,JPN,2,4Sq,step,9.7,q,False,9.7,-2.77,-4.0,-4.0,-3.0,-2.0,0.0,-4.0,-2.0,-2.0,-3.0,-2.857142857142857,6.93,187.1,96.24,91.86,-1.0
2022,M,Free,5,UNO Shoma,JPN,3,4F,jump,11.0,,False,11.0,-5.34,-5.0,-5.0,-4.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,-4.857142857142857,5.66,187.1,96.24,91.86,-1.0
2022,M,Free,5,UNO Shoma,JPN,4,3A,jump,8.0,,False,8.0,2.63,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.2857142857142856,10.63,187.1,96.24,91.86,-1.0
2022,M,Free,5,UNO Shoma,JPN,5,FCSp4,spin,3.2,,False,3.2,0.96,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.16,187.1,96.24,91.86,-1.0
2022,M,Free,5,UNO Shoma,JPN,6,ChSq1,choreo,3.0,,False,3.0,1.79,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.571428571428572,4.79,187.1,96.24,91.86,-1.0
2022,M,Free,5,UNO Shoma,JPN,7,4T,jump,9.5,,True,10.45,-0.95,0.0,-1.0,-2.0,-2.0,-1.0,0.0,-2.0,-1.0,1.0,-1.0,9.5,187.1,96.24,91.86,-1.0
2022,M,Free,5,UNO Shoma,JPN,8,4T+2T,jump,9.5,,True,11.88,2.85,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14.73,187.1,96.24,91.86,-1.0
2022,M,Free,5,UNO Shoma,JPN,9,3A+1Eu+1F,jump,8.0,,True,9.9,0.91,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.1428571428571428,10.81,187.1,96.24,91.86,-1.0
2022,M,Free,5,UNO Shoma,JPN,10,FCCoSp4,spin,3.5,,False,3.5,1.1,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.142857142857143,4.6,187.1,96.24,91.86,-1.0
2022,M,Free,5,UNO Shoma,JPN,11,CCoSp4,spin,3.5,,False,3.5,1.3,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.7142857142857135,4.8,187.1,96.24,91.86,-1.0
2022,M,Free,5,UNO Shoma,JPN,12,StSq4,step,3.9,,False,3.9,1.78,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.571428571428571,5.68,187.1,96.24,91.86,-1.0
2022,M,Free,6,BROWN Jason,USA,1,3F,jump,5.3,,False,5.3,2.35,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.428571428571429,7.65,184.0,87.66,96.34,0.0
2022,M,Free,6,BROWN Jason,USA,2,3A+2T,jump,8.0,,False,9.3,2.17,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.7142857142857144,11.47,184.0,87.66,96.34,0.0
2022,M,Free,6,BROWN Jason,USA,3,3A,jump,8.0,,False,8.0,2.51,4.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.142857142857143,10.51,184.0,87.66,96.34,0.0
2022,M,Free,6,BROWN Jason,USA,4,CCoSp4,spin,3.5,,False,3.5,1.45,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.142857142857143,4.95,184.0,87.66,96.34,0.0
2022,M,Free,6,BROWN Jason,USA,5,3Lo,jump,4.9,,False,4.9,0.98,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,5.88,184.0,87.66,96.34,0.0
2022,M,Free,6,BROWN Jason,USA,6,3F+3T,jump,5.3,,True,10.45,1.97,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.7142857142857135,12.42,184.0,87.66,96.34,0.0
2022,M,Free,6,BROWN Jason,USA,7,3Lz+1Eu+2S,jump,5.9,,True,8.47,1.18,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.65,184.0,87.66,96.34,0.0
2022,M,Free,6,BROWN Jason,USA,8,ChSq1,choreo,3.0,,False,3.0,2.5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.5,184.0,87.66,96.34,0.0
2022,M,Free,6,BROWN Jason,USA,9,2A,jump,3.3,,True,3.63,0.61,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.8571428571428568,4.24,184.0,87.66,96.34,0.0
2022,M,Free,6,BROWN Jason,USA,10,FCCoSp4,spin,3.5,,False,3.5,1.35,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.857142857142857,4.85,184.0,87.66,96.34,0.0
2022,M,Free,6,BROWN Jason,USA,11,StSq4,step,3.9,,False,3.9,1.84,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.714285714285714,5.74,184.0,87.66,96.34,0.0
2022,M,Free,6,BROWN Jason,USA,12,CCSp4,spin,3.2,,False,3.2,1.6,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,184.0,87.66,96.34,0.0
2022,M,Free,7,CHA Junhwan,KOR,1,4T<,jump,9.5,<,False,7.6,-3.8,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,3.8,182.87,93.59,90.28,-1.0
2022,M,Free,7,CHA Junhwan,KOR,2,4S,jump,9.7,,False,9.7,3.19,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.2857142857142856,12.89,182.87,93.59,90.28,-1.0
2022,M,Free,7,CHA Junhwan,KOR,3,3Lz+3Lo,jump,5.9,,False,10.8,1.77,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,12.57,182.87,93.59,90.28,-1.0
2022,M,Free,7,CHA Junhwan,KOR,4,FCSp4,spin,3.2,,False,3.2,1.01,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.142857142857143,4.21,182.87,93.59,90.28,-1.0
2022,M,Free,7,CHA Junhwan,KOR,5,StSq4,step,3.9,,False,3.9,1.45,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.7142857142857135,5.35,182.87,93.59,90.28,-1.0
2022,M,Free,7,CHA Junhwan,KOR,6,3A+2T,jump,8.0,,False,9.3,1.83,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.2857142857142856,11.13,182.87,93.59,90.28,-1.0
2022,M,Free,7,CHA Junhwan,KOR,7,3A,jump,8.0,,True,8.8,1.94,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.4285714285714284,10.74,182.87,93.59,90.28,-1.0
2022,M,Free,7,CHA Junhwan,KOR,8,3Lz+1Eu+3S,jump,5.9,,True,11.77,0.42,-1.0,1.0,2.0,1.0,2.0,-1.0,0.0,0.0,2.0,0.7142857142857143,12.19,182.87,93.59,90.28,-1.0
2022,M,Free,7,CHA Junhwan,KOR,9,3F,jump,5.3,,True,5.83,1.36,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.571428571428572,7.19,182.87,93.59,90.28,-1.0
2022,M,Free,7,CHA Junhwan,KOR,10,ChSq1,choreo,3.0,,False,3.0,2.29,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.571428571428571,5.29,182.87,93.59,90.28,-1.0
2022,M,Free,7,CHA Junhwan,KOR,11,CSSp4,spin,3.0,,False,3.0,0.99,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.2857142857142856,3.99,182.87,93.59,90.28,-1.0
2022,M,Free,7,CHA Junhwan,KOR,12,CCoSp3,spin,3.0,,False,3.0,1.24,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.142857142857143,4.24,182.87,93.59,90.28,-1.0
2022,M,Free,8,JIN Boyang,CHN,1,4Lz,jump,11.5,,False,11.5,4.11,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.571428571428572,15.61,179.45,97.23,82.22,0.0
2022,M,Free,8,JIN Boyang,CHN,2,4T+2T,jump,9.5,,False,10.8,2.04,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.142857142857143,12.84,179.45,97.23,82.22,0.0
2022,M,Free,8,JIN Boyang,CHN,3,3A+1Eu+3S,jump,8.0,,False,12.8,1.71,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.142857142857143,14.51,179.45,97.23,82.22,0.0
2022,M,Free,8,JIN Boyang,CHN,4,FCSp4,spin,3.2,,False,3.2,0.64,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.84,179.45,97.23,82.22,0.0
2022,M,Free,8,JIN Boyang,CHN,5,4T,jump,9.5,,False,9.5,1.76,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.8571428571428568,11.26,179.45,97.23,82.22,0.0
2022,M,Free,8,JIN Boyang,CHN,6,3Lz+2T,jump,5.9,,True,7.92,0.17,-1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,8.09,179.45,97.23,82.22,0.0
2022,M,Free,8,JIN Boyang,CHN,7,3A,jump,8.0,,True,8.8,1.03,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.2857142857142858,9.83,179.45,97.23,82.22,0.0
2022,M,Free,8,JIN Boyang,CHN,8,3F,jump,5.3,,True,5.83,-1.67,-4.0,-3.0,-4.0,-2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.142857142857143,4.16,179.45,97.23,82.22,0.0
2022,M,Free,8,JIN Boyang,CHN,9,CSSp4,spin,3.0,,False,3.0,0.6,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.6,179.45,97.23,82.22,0.0
2022,M,Free,8,JIN Boyang,CHN,10,StSq4,step,3.9,,False,3.9,1.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.571428571428572,4.9,179.45,97.23,82.22,0.0
2022,M,Free,8,JIN Boyang,CHN,11,ChSq1,choreo,3.0,,False,3.0,1.14,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.2857142857142856,4.14,179.45,97.23,82.22,0.0
2022,M,Free,8,JIN Boyang,CHN,12,CCoSp4,spin,3.5,,False,3.5,0.95,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.7142857142857144,4.45,179.45,97.23,82.22,0.0
2022,M,Free,9,SEMENENKO Evgeni,ROC,1,4T,jump,9.5,,False,9.5,-4.21,-3.0,-4.0,-5.0,-4.0,-5.0,-4.0,-4.0,-5.0,-5.0,-4.428571428571429,5.29,178.37,94.81,83.56,0.0
2022,M,Free,9,SEMENENKO Evgeni,ROC,2,4S,jump,9.7,,False,9.7,2.63,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.7142857142857144,12.33,178.37,94.81,83.56,0.0
2022,M,Free,9,SEMENENKO Evgeni,ROC,3,4T+3T,jump,9.5,,False,13.7,2.58,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.7142857142857144,16.28,178.37,94.81,83.56,0.0
2022,M,Free,9,SEMENENKO Evgeni,ROC,4,3F+2T,jump,5.3,,False,6.6,-0.08,-2.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.1428571428571428,6.52,178.37,94.81,83.56,0.0
2022,M,Free,9,SEMENENKO Evgeni,ROC,5,CCoSp4,spin,3.5,,False,3.5,0.6,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.7142857142857142,4.1,178.37,94.81,83.56,0.0
2022,M,Free,9,SEMENENKO Evgeni,ROC,6,3A+1Eu+3S,jump,8.0,,True,14.08,2.4,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,16.48,178.37,94.81,83.56,0.0
2022,M,Free,9,SEMENENKO Evgeni,ROC,7,3A,jump,8.0,,True,8.8,2.17,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.7142857142857144,10.97,178.37,94.81,83.56,0.0
2022,M,Free,9,SEMENENKO Evgeni,ROC,8,StSq4,step,3.9,,False,3.9,0.84,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.142857142857143,4.74,178.37,94.81,83.56,0.0
2022,M,Free,9,SEMENENKO Evgeni,ROC,9,ChSq1,choreo,3.0,,False,3.0,1.36,3.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,2.7142857142857144,4.36,178.37,94.81,83.56,0.0
2022,M,Free,9,SEMENENKO Evgeni,ROC,10,3Lo,jump,4.9,,True,5.39,0.91,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.8571428571428568,6.3,178.37,94.81,83.56,0.0
2022,M,Free,9,SEMENENKO Evgeni,ROC,11,CSSp4,spin,3.0,,False,3.0,0.69,3.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,2.2857142857142856,3.69,178.37,94.81,83.56,0.0
2022,M,Free,9,SEMENENKO Evgeni,ROC,12,FCSp4,spin,3.2,,False,3.2,0.55,3.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.7142857142857142,3.75,178.37,94.81,83.56,0.0
2022,M,Free,10,MESSING Keegan,CAN,1,4T+2T,jump,9.5,,False,10.8,2.85,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,13.65,172.37,84.13,88.24,0.0
2022,M,Free,10,MESSING Keegan,CAN,2,3T,jump,4.2,,False,4.2,0.96,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.2857142857142856,5.16,172.37,84.13,88.24,0.0
2022,M,Free,10,MESSING Keegan,CAN,3,3A+1Eu+2S,jump,8.0,,False,9.8,0.11,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.1428571428571428,9.91,172.37,84.13,88.24,0.0
2022,M,Free,10,MESSING Keegan,CAN,4,3Lo,jump,4.9,,False,4.9,1.26,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.571428571428572,6.16,172.37,84.13,88.24,0.0
2022,M,Free,10,MESSING Keegan,CAN,5,FSSp2,spin,2.3,,False,2.3,0.85,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.7142857142857135,3.15,172.37,84.13,88.24,0.0
2022,M,Free,10,MESSING Keegan,CAN,6,StSq2,step,2.6,,False,2.6,0.67,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.571428571428572,3.27,172.37,84.13,88.24,0.0
2022,M,Free,10,MESSING Keegan,CAN,7,3A,jump,8.0,,True,8.8,2.51,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.142857142857143,11.31,172.37,84.13,88.24,0.0
2022,M,Free,10,MESSING Keegan,CAN,8,3Lz+3T,jump,5.9,,True,11.11,1.6,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.7142857142857144,12.71,172.37,84.13,88.24,0.0
2022,M,Free,10,MESSING Keegan,CAN,9,FCCoSp4,spin,3.5,,False,3.5,1.05,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.55,172.37,84.13,88.24,0.0
2022,M,Free,10,MESSING Keegan,CAN,10,3F,jump,5.3,,True,5.83,-1.44,-3.0,-2.0,-3.0,-2.0,-3.0,-3.0,-3.0,-3.0,-2.0,-2.7142857142857144,4.39,172.37,84.13,88.24,0.0
2022,M,Free,10,MESSING Keegan,CAN,11,ChSq1,choreo,3.0,,False,3.0,2.07,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.142857142857143,5.07,172.37,84.13,88.24,0.0
2022,M,Free,10,MESSING Keegan,CAN,12,CCoSp4,spin,3.5,,False,3.5,1.3,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.7142857142857135,4.8,172.37,84.13,88.24,0.0
